edu,geo,time,value
TOTAL,HU,2018,3.7
TOTAL,HU,2019,3.4
TOTAL,HU,2020,4.3
ED0-2,HU1,2018,7.4
ED0-2,HU1,2019,6.7
ED0-2,HU1,2020,9.9
ED3-4,HU1,2018,3.1
ED3-4,HU1,2019,2.5
ED3-4,HU1,2020,3.7
ED5-8,HU1,2018,1.2
ED5-8,HU1,2019,1.6
ED5-8,HU1,2020,1.8
TOTAL,HU1,2018,2.7
TOTAL,HU1,2019,2.4
TOTAL,HU1,2020,3.3
ED0-2,HU11,2018,9.8
ED0-2,HU11,2019,7.8
ED0-2,HU11,2020,8.7
ED3-4,HU11,2018,4.2
ED3-4,HU11,2019,2.7
ED3-4,HU11,2020,4.3
ED5-8,HU11,2018,1.3
ED5-8,HU11,2019,1.7
ED5-8,HU11,2020,2.0
TOTAL,HU11,2018,3.1
TOTAL,HU11,2019,2.5
TOTAL,HU11,2020,3.3
ED0-2,HU12,2018,5.7
ED0-2,HU12,2019,5.8
ED0-2,HU12,2020,10.7
ED3-4,HU12,2018,2.0
ED3-4,HU12,2019,2.2
ED3-4,HU12,2020,3.1
ED5-8,HU12,2019,1.6
ED5-8,HU12,2020,1.6
TOTAL,HU12,2018,2.2
TOTAL,HU12,2019,2.4
TOTAL,HU12,2020,3.3
ED0-2,HU2,2018,8.9
ED0-2,HU2,2019,7.5
ED0-2,HU2,2020,8.3
ED3-4,HU2,2018,2.6
ED3-4,HU2,2019,2.2
ED3-4,HU2,2020,3.0
ED5-8,HU2,2018,1.1
ED5-8,HU2,2019,1.2
ED5-8,HU2,2020,1.5
TOTAL,HU2,2018,3.1
TOTAL,HU2,2019,2.7
TOTAL,HU2,2020,3.3
ED0-2,HU21,2018,6.0
ED0-2,HU21,2019,4.0
ED0-2,HU21,2020,5.2
ED3-4,HU21,2018,2.0
ED3-4,HU21,2019,1.8
ED3-4,HU21,2020,2.7
TOTAL,HU21,2018,2.2
TOTAL,HU21,2019,2.0
TOTAL,HU21,2020,2.8
ED0-2,HU22,2018,4.6
ED3-4,HU22,2018,1.9
ED3-4,HU22,2019,1.6
ED3-4,HU22,2020,2.4
TOTAL,HU22,2018,2.0
TOTAL,HU22,2019,1.8
TOTAL,HU22,2020,2.4
ED0-2,HU23,2018,16.2
ED0-2,HU23,2019,13.9
ED0-2,HU23,2020,13.6
ED3-4,HU23,2018,4.2
ED3-4,HU23,2019,3.5
ED3-4,HU23,2020,4.4
TOTAL,HU23,2018,5.6
TOTAL,HU23,2019,4.8
TOTAL,HU23,2020,5.3
ED0-2,HU3,2018,12.5
ED0-2,HU3,2019,12.3
ED0-2,HU3,2020,13.0
ED3-4,HU3,2018,4.1
ED3-4,HU3,2019,4.0
ED3-4,HU3,2020,5.2
ED5-8,HU3,2018,2.1
ED5-8,HU3,2019,1.7
ED5-8,HU3,2020,2.2
TOTAL,HU3,2018,5.0
TOTAL,HU3,2019,4.8
TOTAL,HU3,2020,5.8
ED0-2,HU31,2018,10.7
ED0-2,HU31,2019,9.5
ED0-2,HU31,2020,10.0
ED3-4,HU31,2018,3.9
ED3-4,HU31,2019,3.8
ED3-4,HU31,2020,4.7
TOTAL,HU31,2018,4.7
TOTAL,HU31,2019,4.5
TOTAL,HU31,2020,5.0
ED0-2,HU32,2018,16.2
ED0-2,HU32,2019,15.7
ED0-2,HU32,2020,16.1
ED3-4,HU32,2018,5.5
ED3-4,HU32,2019,5.2
ED3-4,HU32,2020,6.5
ED5-8,HU32,2018,2.1
ED5-8,HU32,2020,2.8
TOTAL,HU32,2018,6.6
TOTAL,HU32,2019,6.3
TOTAL,HU32,2020,7.3
ED0-2,HU33,2018,8.8
ED0-2,HU33,2019,10.2
ED0-2,HU33,2020,11.7
ED3-4,HU33,2018,2.8
ED3-4,HU33,2019,2.9
ED3-4,HU33,2020,4.3
TOTAL,HU33,2018,3.3
TOTAL,HU33,2019,3.5
TOTAL,HU33,2020,4.7
ED0-2,IE,2018,9.7
ED0-2,IE,2019,8.6
ED0-2,IE,2020,8.1
ED3-4,IE,2018,6.9
ED3-4,IE,2019,6.0
ED3-4,IE,2020,6.9
ED5-8,IE,2018,3.8
ED5-8,IE,2019,3.2
ED5-8,IE,2020,4.1
TOTAL,IE,2018,5.7
TOTAL,IE,2019,4.9
TOTAL,IE,2020,5.6
ED0-2,IE0,2018,9.7
ED0-2,IE0,2019,8.6
ED0-2,IE0,2020,8.1
ED3-4,IE0,2018,6.9
ED3-4,IE0,2019,6.0
ED3-4,IE0,2020,6.9
ED5-8,IE0,2018,3.8
ED5-8,IE0,2019,3.2
ED5-8,IE0,2020,4.1
TOTAL,IE0,2018,5.7
TOTAL,IE0,2019,4.9
TOTAL,IE0,2020,5.6
ED0-2,IE04,2018,8.3
ED0-2,IE04,2019,6.7
ED3-4,IE04,2018,6.6
ED3-4,IE04,2019,5.5
ED3-4,IE04,2020,5.9
ED5-8,IE04,2018,3.5
ED5-8,IE04,2019,3.3
ED5-8,IE04,2020,3.9
TOTAL,IE04,2018,5.6
TOTAL,IE04,2019,4.7
TOTAL,IE04,2020,4.9
ED0-2,IE05,2018,9.1
ED0-2,IE05,2019,9.8
ED0-2,IE05,2020,8.6
ED3-4,IE05,2018,7.1
ED3-4,IE05,2019,6.2
ED3-4,IE05,2020,7.1
ED5-8,IE05,2018,4.4
ED5-8,IE05,2019,3.5
ED5-8,IE05,2020,3.7
TOTAL,IE05,2018,6.1
TOTAL,IE05,2019,5.5
TOTAL,IE05,2020,5.7
ED0-2,IE06,2018,10.9
ED0-2,IE06,2019,8.7
ED0-2,IE06,2020,8.6
ED3-4,IE06,2018,6.9
ED3-4,IE06,2019,5.9
ED3-4,IE06,2020,7.1
ED5-8,IE06,2018,3.6
ED5-8,IE06,2019,3.1
ED5-8,IE06,2020,4.4
TOTAL,IE06,2018,5.6
TOTAL,IE06,2019,4.7
TOTAL,IE06,2020,5.8
ED0-2,IS,2018,4.5
ED0-2,IS,2019,5.7
ED0-2,IS,2020,8.4
ED3-4,IS,2018,2.3
ED3-4,IS,2019,3.3
ED3-4,IS,2020,5.5
ED5-8,IS,2018,1.9
ED5-8,IS,2019,2.3
ED5-8,IS,2020,3.7
TOTAL,IS,2018,2.7
TOTAL,IS,2019,3.5
TOTAL,IS,2020,5.5
ED0-2,IS0,2018,4.5
ED0-2,IS0,2019,5.7
ED0-2,IS0,2020,8.4
ED3-4,IS0,2018,2.3
ED3-4,IS0,2019,3.3
ED3-4,IS0,2020,5.5
ED5-8,IS0,2018,1.9
ED5-8,IS0,2019,2.3
ED5-8,IS0,2020,3.7
TOTAL,IS0,2018,2.7
TOTAL,IS0,2019,3.5
TOTAL,IS0,2020,5.5
ED0-2,IS00,2018,4.5
ED0-2,IS00,2019,5.7
ED0-2,IS00,2020,8.4
ED3-4,IS00,2018,2.3
ED3-4,IS00,2019,3.3
ED3-4,IS00,2020,5.5
ED5-8,IS00,2018,1.9
ED5-8,IS00,2019,2.3
ED5-8,IS00,2020,3.7
TOTAL,IS00,2018,2.7
TOTAL,IS00,2019,3.5
TOTAL,IS00,2020,5.5
ED0-2,IT,2018,14.6
ED0-2,IT,2019,13.7
ED0-2,IT,2020,12.7
ED3-4,IT,2018,10.1
ED3-4,IT,2019,9.4
ED3-4,IT,2020,8.7
ED5-8,IT,2018,5.9
ED5-8,IT,2019,5.7
ED5-8,IT,2020,5.3
TOTAL,IT,2018,10.6
TOTAL,IT,2019,10.0
TOTAL,IT,2020,9.2
ED0-2,ITC,2018,9.6
ED0-2,ITC,2019,9.4
ED0-2,ITC,2020,8.2
ED3-4,ITC,2018,6.8
ED3-4,ITC,2019,6.1
ED3-4,ITC,2020,5.8
ED5-8,ITC,2018,3.8
ED5-8,ITC,2019,3.5
ED5-8,ITC,2020,3.5
TOTAL,ITC,2018,7.0
TOTAL,ITC,2019,6.5
TOTAL,ITC,2020,6.0
ED0-2,ITC1,2018,11.4
ED0-2,ITC1,2019,10.9
ED0-2,ITC1,2020,10.2
ED3-4,ITC1,2018,7.9
ED3-4,ITC1,2019,6.9
ED3-4,ITC1,2020,7.2
ED5-8,ITC1,2018,4.0
ED5-8,ITC1,2019,4.3
ED5-8,ITC1,2020,4.3
TOTAL,ITC1,2018,8.2
TOTAL,ITC1,2019,7.6
TOTAL,ITC1,2020,7.5
ED0-2,ITC2,2018,10.3
ED0-2,ITC2,2019,9.2
ED0-2,ITC2,2020,8.6
ED3-4,ITC2,2018,6.1
ED3-4,ITC2,2019,6.0
TOTAL,ITC2,2018,7.0
TOTAL,ITC2,2019,6.5
TOTAL,ITC2,2020,5.8
ED0-2,ITC3,2018,15.0
ED0-2,ITC3,2019,15.2
ED0-2,ITC3,2020,14.0
ED3-4,ITC3,2018,9.5
ED3-4,ITC3,2019,8.7
ED3-4,ITC3,2020,7.4
ED5-8,ITC3,2018,4.7
ED5-8,ITC3,2019,4.9
ED5-8,ITC3,2020,4.1
TOTAL,ITC3,2018,9.9
TOTAL,ITC3,2019,9.6
TOTAL,ITC3,2020,8.3
ED0-2,ITC4,2018,8.0
ED0-2,ITC4,2019,7.9
ED0-2,ITC4,2020,6.5
ED3-4,ITC4,2018,6.0
ED3-4,ITC4,2019,5.4
ED3-4,ITC4,2020,5.1
ED5-8,ITC4,2018,3.5
ED5-8,ITC4,2019,2.9
ED5-8,ITC4,2020,3.1
TOTAL,ITC4,2018,6.0
TOTAL,ITC4,2019,5.6
TOTAL,ITC4,2020,5.0
ED0-2,ITF,2018,22.5
ED0-2,ITF,2019,21.9
ED0-2,ITF,2020,20.6
ED3-4,ITF,2018,16.8
ED3-4,ITF,2019,16.4
ED3-4,ITF,2020,14.4
ED5-8,ITF,2018,10.7
ED5-8,ITF,2019,10.1
ED5-8,ITF,2020,9.4
TOTAL,ITF,2018,17.8
TOTAL,ITF,2019,17.2
TOTAL,ITF,2020,15.6
ED0-2,ITF1,2018,12.6
ED0-2,ITF1,2019,11.5
ED0-2,ITF1,2020,10.3
ED3-4,ITF1,2018,10.8
ED3-4,ITF1,2019,12.1
ED3-4,ITF1,2020,9.0
ED5-8,ITF1,2018,8.4
ED5-8,ITF1,2019,9.0
ED5-8,ITF1,2020,8.7
TOTAL,ITF1,2018,10.8
TOTAL,ITF1,2019,11.2
TOTAL,ITF1,2020,9.3
ED0-2,ITF2,2018,14.7
ED0-2,ITF2,2019,13.5
ED0-2,ITF2,2020,11.0
ED3-4,ITF2,2018,13.9
ED3-4,ITF2,2019,13.9
ED3-4,ITF2,2020,9.2
ED5-8,ITF2,2018,8.6
ED5-8,ITF2,2019,6.7
ED5-8,ITF2,2020,8.1
TOTAL,ITF2,2018,13.0
TOTAL,ITF2,2019,12.2
TOTAL,ITF2,2020,9.5
ED0-2,ITF3,2018,27.0
ED0-2,ITF3,2019,27.2
ED0-2,ITF3,2020,24.4
ED3-4,ITF3,2018,19.0
ED3-4,ITF3,2019,17.9
ED3-4,ITF3,2020,16.4
ED5-8,ITF3,2018,10.0
ED5-8,ITF3,2019,10.8
ED5-8,ITF3,2020,9.9
TOTAL,ITF3,2018,20.4
TOTAL,ITF3,2019,20.0
TOTAL,ITF3,2020,17.9
ED0-2,ITF4,2018,19.4
ED0-2,ITF4,2019,17.8
ED0-2,ITF4,2020,18.0
ED3-4,ITF4,2018,15.7
ED3-4,ITF4,2019,15.3
ED3-4,ITF4,2020,13.4
ED5-8,ITF4,2018,9.7
ED5-8,ITF4,2019,8.1
ED5-8,ITF4,2020,7.6
TOTAL,ITF4,2018,16.0
TOTAL,ITF4,2019,14.9
TOTAL,ITF4,2020,14.0
ED0-2,ITF5,2018,12.7
ED0-2,ITF5,2019,10.9
ED0-2,ITF5,2020,9.1
ED3-4,ITF5,2018,13.1
ED3-4,ITF5,2019,10.6
ED3-4,ITF5,2020,8.5
ED5-8,ITF5,2018,10.5
ED5-8,ITF5,2019,10.9
ED5-8,ITF5,2020,8.1
TOTAL,ITF5,2018,12.5
TOTAL,ITF5,2019,10.8
TOTAL,ITF5,2020,8.6
ED0-2,ITF6,2018,25.5
ED0-2,ITF6,2019,25.5
ED0-2,ITF6,2020,25.8
ED3-4,ITF6,2018,20.1
ED3-4,ITF6,2019,20.9
ED3-4,ITF6,2020,18.9
ED5-8,ITF6,2018,17.3
ED5-8,ITF6,2019,13.1
ED5-8,ITF6,2020,13.1
TOTAL,ITF6,2018,21.6
TOTAL,ITF6,2019,21.0
TOTAL,ITF6,2020,20.1
ED0-2,ITG,2018,24.7
ED0-2,ITG,2019,23.3
ED0-2,ITG,2020,21.4
ED3-4,ITG,2018,18.4
ED3-4,ITG,2019,17.8
ED3-4,ITG,2020,16.3
ED5-8,ITG,2018,11.7
ED5-8,ITG,2019,10.5
ED5-8,ITG,2020,8.2
TOTAL,ITG,2018,19.7
TOTAL,ITG,2019,18.5
TOTAL,ITG,2020,16.6
ED0-2,ITG1,2018,27.3
ED0-2,ITG1,2019,26.2
ED0-2,ITG1,2020,23.2
ED3-4,ITG1,2018,20.0
ED3-4,ITG1,2019,18.5
ED3-4,ITG1,2020,17.3
ED5-8,ITG1,2018,12.4
ED5-8,ITG1,2019,10.7
ED5-8,ITG1,2020,9.2
TOTAL,ITG1,2018,21.5
TOTAL,ITG1,2019,20.0
TOTAL,ITG1,2020,17.9
ED0-2,ITG2,2018,18.8
ED0-2,ITG2,2019,16.2
ED0-2,ITG2,2020,17.0
ED3-4,ITG2,2018,14.2
ED3-4,ITG2,2019,15.7
ED3-4,ITG2,2020,13.6
ED5-8,ITG2,2018,10.0
ED5-8,ITG2,2019,10.0
ED5-8,ITG2,2020,6.0
TOTAL,ITG2,2018,15.4
TOTAL,ITG2,2019,14.7
TOTAL,ITG2,2020,13.3
ED0-2,ITH,2018,8.4
ED0-2,ITH,2019,7.8
ED0-2,ITH,2020,7.1
ED3-4,ITH,2018,5.7
ED3-4,ITH,2019,5.0
ED3-4,ITH,2020,5.7
ED5-8,ITH,2018,3.6
ED5-8,ITH,2019,3.7
ED5-8,ITH,2020,3.8
TOTAL,ITH,2018,6.0
TOTAL,ITH,2019,5.5
TOTAL,ITH,2020,5.6
ED0-2,ITH1,2018,3.7
ED0-2,ITH1,2019,4.3
ED0-2,ITH1,2020,5.8
ED3-4,ITH1,2018,2.6
ED3-4,ITH1,2019,2.4
ED3-4,ITH1,2020,3.4
TOTAL,ITH1,2018,2.9
TOTAL,ITH1,2019,2.9
TOTAL,ITH1,2020,3.8
ED0-2,ITH2,2018,6.6
ED0-2,ITH2,2019,7.7
ED0-2,ITH2,2020,7.4
ED3-4,ITH2,2018,5.0
ED3-4,ITH2,2019,5.0
ED3-4,ITH2,2020,5.3
ED5-8,ITH2,2020,3.2
TOTAL,ITH2,2018,4.8
TOTAL,ITH2,2019,5.0
TOTAL,ITH2,2020,5.3
ED0-2,ITH3,2018,8.5
ED0-2,ITH3,2019,8.2
ED0-2,ITH3,2020,6.5
ED3-4,ITH3,2018,6.2
ED3-4,ITH3,2019,4.9
ED3-4,ITH3,2020,6.0
ED5-8,ITH3,2018,4.1
ED5-8,ITH3,2019,3.7
ED5-8,ITH3,2020,4.4
TOTAL,ITH3,2018,6.4
TOTAL,ITH3,2019,5.6
TOTAL,ITH3,2020,5.8
ED0-2,ITH4,2018,8.4
ED0-2,ITH4,2019,8.3
ED0-2,ITH4,2020,7.9
ED3-4,ITH4,2018,6.9
ED3-4,ITH4,2019,5.8
ED3-4,ITH4,2020,5.4
ED5-8,ITH4,2018,4.2
ED5-8,ITH4,2019,4.4
ED5-8,ITH4,2020,3.8
TOTAL,ITH4,2018,6.7
TOTAL,ITH4,2019,6.1
TOTAL,ITH4,2020,5.6
ED0-2,ITH5,2018,8.9
ED0-2,ITH5,2019,7.7
ED0-2,ITH5,2020,7.7
ED3-4,ITH5,2018,5.3
ED3-4,ITH5,2019,5.2
ED3-4,ITH5,2020,5.8
ED5-8,ITH5,2018,3.2
ED5-8,ITH5,2019,3.8
ED5-8,ITH5,2020,3.4
TOTAL,ITH5,2018,5.9
TOTAL,ITH5,2019,5.5
TOTAL,ITH5,2020,5.7
ED0-2,ITI,2018,12.0
ED0-2,ITI,2019,10.6
ED0-2,ITI,2020,10.7
ED3-4,ITI,2018,10.1
ED3-4,ITI,2019,9.3
ED3-4,ITI,2020,8.2
ED5-8,ITI,2018,5.3
ED5-8,ITI,2019,5.4
ED5-8,ITI,2020,5.0
TOTAL,ITI,2018,9.4
TOTAL,ITI,2019,8.7
TOTAL,ITI,2020,8.0
ED0-2,ITI1,2018,10.1
ED0-2,ITI1,2019,8.4
ED0-2,ITI1,2020,8.2
ED3-4,ITI1,2018,7.0
ED3-4,ITI1,2019,7.3
ED3-4,ITI1,2020,6.7
ED5-8,ITI1,2018,4.4
ED5-8,ITI1,2019,3.5
ED5-8,ITI1,2020,4.2
TOTAL,ITI1,2018,7.3
TOTAL,ITI1,2019,6.7
TOTAL,ITI1,2020,6.6
ED0-2,ITI2,2018,12.6
ED0-2,ITI2,2019,13.2
ED0-2,ITI2,2020,12.2
ED3-4,ITI2,2018,9.2
ED3-4,ITI2,2019,7.4
ED3-4,ITI2,2020,7.5
ED5-8,ITI2,2018,5.2
ED5-8,ITI2,2019,6.0
ED5-8,ITI2,2020,5.7
TOTAL,ITI2,2018,9.2
TOTAL,ITI2,2019,8.5
TOTAL,ITI2,2020,8.2
ED0-2,ITI3,2018,9.5
ED0-2,ITI3,2019,10.0
ED0-2,ITI3,2020,8.4
ED3-4,ITI3,2018,8.2
ED3-4,ITI3,2019,8.9
ED3-4,ITI3,2020,7.4
ED5-8,ITI3,2018,5.7
ED5-8,ITI3,2019,6.3
ED5-8,ITI3,2020,6.1
TOTAL,ITI3,2018,8.1
TOTAL,ITI3,2019,8.6
TOTAL,ITI3,2020,7.4
ED0-2,ITI4,2018,14.2
ED0-2,ITI4,2019,12.2
ED0-2,ITI4,2020,13.3
ED3-4,ITI4,2018,12.8
ED3-4,ITI4,2019,11.1
ED3-4,ITI4,2020,9.5
ED5-8,ITI4,2018,5.7
ED5-8,ITI4,2019,6.2
ED5-8,ITI4,2020,5.1
TOTAL,ITI4,2018,11.1
TOTAL,ITI4,2019,9.9
TOTAL,ITI4,2020,9.1
ED0-2,LT,2018,17.5
ED0-2,LT,2019,18.1
ED0-2,LT,2020,22.7
ED3-4,LT,2018,8.0
ED3-4,LT,2019,8.3
ED3-4,LT,2020,11.4
ED5-8,LT,2018,2.8
ED5-8,LT,2019,2.9
ED5-8,LT,2020,4.1
TOTAL,LT,2018,6.1
TOTAL,LT,2019,6.3
TOTAL,LT,2020,8.5
ED0-2,LT0,2018,17.5
ED0-2,LT0,2019,18.1
ED0-2,LT0,2020,22.7
ED3-4,LT0,2018,8.0
ED3-4,LT0,2019,8.3
ED3-4,LT0,2020,11.4
ED5-8,LT0,2018,2.8
ED5-8,LT0,2019,2.9
ED5-8,LT0,2020,4.1
TOTAL,LT0,2018,6.1
TOTAL,LT0,2019,6.3
TOTAL,LT0,2020,8.5
ED0-2,LT01,2018,19.1
ED0-2,LT01,2019,14.6
ED0-2,LT01,2020,25.0
ED3-4,LT01,2018,6.8
ED3-4,LT01,2019,6.8
ED3-4,LT01,2020,11.2
ED5-8,LT01,2018,2.4
ED5-8,LT01,2019,2.2
ED5-8,LT01,2020,3.2
TOTAL,LT01,2018,4.6
TOTAL,LT01,2019,4.4
TOTAL,LT01,2020,6.8
ED0-2,LT02,2018,17.2
ED0-2,LT02,2019,19.0
ED0-2,LT02,2020,22.2
ED3-4,LT02,2018,8.4
ED3-4,LT02,2019,8.8
ED3-4,LT02,2020,11.4
ED5-8,LT02,2018,3.1
ED5-8,LT02,2019,3.4
ED5-8,LT02,2020,4.7
TOTAL,LT02,2018,6.9
TOTAL,LT02,2019,7.1
TOTAL,LT02,2020,9.3
ED0-2,LU,2018,8.4
ED0-2,LU,2019,8.9
ED0-2,LU,2020,11.4
ED3-4,LU,2018,5.6
ED3-4,LU,2019,6.2
ED3-4,LU,2020,6.9
ED5-8,LU,2018,4.2
ED5-8,LU,2019,3.6
ED5-8,LU,2020,4.6
TOTAL,LU,2018,5.6
TOTAL,LU,2019,5.6
TOTAL,LU,2020,6.8
ED0-2,LU0,2018,8.4
ED0-2,LU0,2019,8.9
ED0-2,LU0,2020,11.4
ED3-4,LU0,2018,5.6
ED3-4,LU0,2019,6.2
ED3-4,LU0,2020,6.9
ED5-8,LU0,2018,4.2
ED5-8,LU0,2019,3.6
ED5-8,LU0,2020,4.6
TOTAL,LU0,2018,5.6
TOTAL,LU0,2019,5.6
TOTAL,LU0,2020,6.8
ED0-2,LU00,2018,8.4
ED0-2,LU00,2019,8.9
ED0-2,LU00,2020,11.4
ED3-4,LU00,2018,5.6
ED3-4,LU00,2019,6.2
ED3-4,LU00,2020,6.9
ED5-8,LU00,2018,4.2
ED5-8,LU00,2019,3.6
ED5-8,LU00,2020,4.6
TOTAL,LU00,2018,5.6
TOTAL,LU00,2019,5.6
TOTAL,LU00,2020,6.8
ED0-2,LV,2018,16.5
ED0-2,LV,2019,13.7
ED0-2,LV,2020,18.4
ED3-4,LV,2018,8.5
ED3-4,LV,2019,7.1
ED3-4,LV,2020,8.8
ED5-8,LV,2018,3.7
ED5-8,LV,2019,3.6
ED5-8,LV,2020,5.1
TOTAL,LV,2018,7.4
TOTAL,LV,2019,6.3
TOTAL,LV,2020,8.1
ED0-2,LV0,2018,16.5
ED0-2,LV0,2019,13.7
ED0-2,LV0,2020,18.4
ED3-4,LV0,2018,8.5
ED3-4,LV0,2019,7.1
ED3-4,LV0,2020,8.8
ED5-8,LV0,2018,3.7
ED5-8,LV0,2019,3.6
ED5-8,LV0,2020,5.1
TOTAL,LV0,2018,7.4
TOTAL,LV0,2019,6.3
TOTAL,LV0,2020,8.1
ED0-2,LV00,2018,16.5
ED0-2,LV00,2019,13.7
ED0-2,LV00,2020,18.4
ED3-4,LV00,2018,8.5
ED3-4,LV00,2019,7.1
ED3-4,LV00,2020,8.8
ED5-8,LV00,2018,3.7
ED5-8,LV00,2019,3.6
ED5-8,LV00,2020,5.1
TOTAL,LV00,2018,7.4
TOTAL,LV00,2019,6.3
TOTAL,LV00,2020,8.1
ED0-2,ME,2018,19.7
ED0-2,ME,2019,25.4
ED0-2,ME,2020,33.0
ED3-4,ME,2018,16.6
ED3-4,ME,2019,15.4
ED3-4,ME,2020,18.0
ED5-8,ME,2018,10.3
ED5-8,ME,2019,11.3
ED5-8,ME,2020,13.2
TOTAL,ME,2018,15.2
TOTAL,ME,2019,15.1
TOTAL,ME,2020,17.9
ED0-2,ME0,2018,19.7
ED0-2,ME0,2019,25.4
ED0-2,ME0,2020,33.0
ED3-4,ME0,2018,16.6
ED3-4,ME0,2019,15.4
ED3-4,ME0,2020,18.0
ED5-8,ME0,2018,10.3
ED5-8,ME0,2019,11.3
ED5-8,ME0,2020,13.2
TOTAL,ME0,2018,15.2
TOTAL,ME0,2019,15.1
TOTAL,ME0,2020,17.9
ED0-2,ME00,2018,19.7
ED0-2,ME00,2019,25.4
ED0-2,ME00,2020,33.0
ED3-4,ME00,2018,16.6
ED3-4,ME00,2019,15.4
ED3-4,ME00,2020,18.0
ED5-8,ME00,2018,10.3
ED5-8,ME00,2019,11.3
ED5-8,ME00,2020,13.2
TOTAL,ME00,2018,15.2
TOTAL,ME00,2019,15.1
TOTAL,ME00,2020,17.9
ED0-2,MK,2018,23.7
ED0-2,MK,2019,23.3
ED0-2,MK,2020,21.4
ED3-4,MK,2018,21.0
ED3-4,MK,2019,16.6
ED3-4,MK,2020,16.1
ED5-8,MK,2018,17.8
ED5-8,MK,2019,14.3
ED5-8,MK,2020,13.7
TOTAL,MK,2018,20.7
TOTAL,MK,2019,17.3
TOTAL,MK,2020,16.4
ED0-2,MK0,2018,23.7
ED0-2,MK0,2019,23.3
ED0-2,MK0,2020,21.4
ED3-4,MK0,2018,21.0
ED3-4,MK0,2019,16.6
ED3-4,MK0,2020,16.1
ED5-8,MK0,2018,17.8
ED5-8,MK0,2019,14.3
ED5-8,MK0,2020,13.7
TOTAL,MK0,2018,20.7
TOTAL,MK0,2019,17.3
TOTAL,MK0,2020,16.4
ED0-2,MK00,2018,23.7
ED0-2,MK00,2019,23.3
ED0-2,MK00,2020,21.4
ED3-4,MK00,2018,21.0
ED3-4,MK00,2019,16.6
ED3-4,MK00,2020,16.1
ED5-8,MK00,2018,17.8
ED5-8,MK00,2019,14.3
ED5-8,MK00,2020,13.7
TOTAL,MK00,2018,20.7
TOTAL,MK00,2019,17.3
TOTAL,MK00,2020,16.4
ED0-2,MT,2018,5.3
ED0-2,MT,2019,4.5
ED0-2,MT,2020,5.9
ED3-4,MT,2018,3.5
ED3-4,MT,2019,3.7
ED3-4,MT,2020,4.2
ED5-8,MT,2018,1.9
ED5-8,MT,2019,2.6
ED5-8,MT,2020,3.0
TOTAL,MT,2018,3.7
TOTAL,MT,2019,3.6
TOTAL,MT,2020,4.3
ED0-2,MT0,2018,5.3
ED0-2,MT0,2019,4.5
ED0-2,MT0,2020,5.9
ED3-4,MT0,2018,3.5
ED3-4,MT0,2019,3.7
ED3-4,MT0,2020,4.2
ED5-8,MT0,2018,1.9
ED5-8,MT0,2019,2.6
ED5-8,MT0,2020,3.0
TOTAL,MT0,2018,3.7
TOTAL,MT0,2019,3.6
TOTAL,MT0,2020,4.3
ED0-2,MT00,2018,5.3
ED0-2,MT00,2019,4.5
ED0-2,MT00,2020,5.9
ED3-4,MT00,2018,3.5
ED3-4,MT00,2019,3.7
ED3-4,MT00,2020,4.2
ED5-8,MT00,2018,1.9
ED5-8,MT00,2019,2.6
ED5-8,MT00,2020,3.0
TOTAL,MT00,2018,3.7
TOTAL,MT00,2019,3.6
TOTAL,MT00,2020,4.3
ED0-2,NL,2018,6.6
ED0-2,NL,2019,5.8
ED0-2,NL,2020,6.7
ED3-4,NL,2018,3.6
ED3-4,NL,2019,3.2
ED3-4,NL,2020,3.7
ED5-8,NL,2018,2.5
ED5-8,NL,2019,2.3
ED5-8,NL,2020,2.6
TOTAL,NL,2018,3.8
TOTAL,NL,2019,3.4
TOTAL,NL,2020,3.8
ED0-2,NL1,2018,8.4
ED0-2,NL1,2019,7.2
ED0-2,NL1,2020,7.5
ED3-4,NL1,2018,4.5
ED3-4,NL1,2019,3.4
ED3-4,NL1,2020,4.1
ED5-8,NL1,2018,2.9
ED5-8,NL1,2019,2.6
ED5-8,NL1,2020,2.7
TOTAL,NL1,2018,4.8
TOTAL,NL1,2019,3.9
TOTAL,NL1,2020,4.3
ED0-2,NL11,2018,9.2
ED0-2,NL11,2019,8.7
ED0-2,NL11,2020,9.1
ED3-4,NL11,2018,6.0
ED3-4,NL11,2019,5.4
ED3-4,NL11,2020,5.1
ED5-8,NL11,2018,3.1
ED5-8,NL11,2019,2.9
ED5-8,NL11,2020,3.5
TOTAL,NL11,2018,5.5
TOTAL,NL11,2019,5.1
TOTAL,NL11,2020,5.2
ED0-2,NL12,2018,7.9
ED0-2,NL12,2019,7.4
ED0-2,NL12,2020,6.4
ED3-4,NL12,2018,4.2
ED3-4,NL12,2019,2.4
ED3-4,NL12,2020,3.8
ED5-8,NL12,2018,3.0
ED5-8,NL12,2019,2.8
ED5-8,NL12,2020,2.5
TOTAL,NL12,2018,4.7
TOTAL,NL12,2019,3.7
TOTAL,NL12,2020,3.9
ED0-2,NL13,2018,8.2
ED0-2,NL13,2019,5.2
ED0-2,NL13,2020,7.5
ED3-4,NL13,2018,3.1
ED3-4,NL13,2019,2.4
ED3-4,NL13,2020,3.4
ED5-8,NL13,2018,2.5
TOTAL,NL13,2018,4.1
TOTAL,NL13,2019,2.8
TOTAL,NL13,2020,3.7
ED0-2,NL2,2018,6.3
ED0-2,NL2,2019,5.4
ED0-2,NL2,2020,6.2
